Custodian,src_Destination_Table,Source_File,Date_Format,Header_Delimiter,Date_Position_OR_Column,Additional_Delimiter,File_Type,XLS_to_CSV,XLS_Sheet_Name,Number_Of_Quarters,Unzip_File,Zip_File_Name,Filter_File_Name,Combine_Files,Remove_Header_Trailer,Num_Header_Lines,Num_Trailer_Lines,Start_String,Additional_EOL,Remove_Additional_EOL,Add_Record_ID,First_Record_Identifier,Flatten_File,Add_Sequence,Fill_With_Blank_Lines,Strip_Leading_Characters,Sequence,Delimit_Fixed_Width,Config_File,Delimiter,Filter_Records,Inverted_Filter,Column_Number,Filter_Value,JSON_Scrapping_Needed,JSON_KeyName,Add_Column_Delimiter,New_Column_Date,New_Column_Index,New_Column_Count,Escape_Quotes,Insert_File_Control,File_Label,Server,Delete_Source_File,Snowflake_Account,Snowflake_Authenticator,Snowflake_Warehouse,Snowflake_Database,Snowflake_Schema,Snowflake_FileFormat,Stored_Procedure,Complexity,Priority,Notes
IWS,IWS_COMMISSION_RECREATION_IMP,IWS_Comm_Rec_Linear_\d+\.csv,,,,,CSV,FALSE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_IWS_COMMISSION_RECREATION,Low,,
IWS,IWS_COMMISSION_RECREATION_OVERRIDE_IMP,IWS_Comm_Rec_Linear_Override.*,,,,,CSV,FALSE,,,FALSE,,,FALSE,FALSE,,,,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_IWS_COMMISSION_RECREATION_OVERRIDE,Low,,
IWS,COGS_MUTUAL_FUND_DIRECTORY_IMP,Fidelity_Template.*,,,,,CSV,TRUE,,,FALSE,,,FALSE,TRUE,1,?,\nCertain,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_IWS_COGS_MUTUAL_FUND_DIRECTORY,Low,,
SWB,SWB_FEES_ABP_IMP,SWB_Fees_ABP_\d+\.csv,,,,,CSV,FALSE,,,FALSE,,,FALSE,TRUE,2,3,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_SWB_FEES_ABP,Low,,
SWB,SWB_FEES_ABP_OVERRIDE_IMP,SWB_Fees_ABP_\d+_Override.*,,,,,CSV,FALSE,,,FALSE,,,FALSE,TRUE,1,0,,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_SWB_FEES_ABP_OVERRIDE,Low,,
SWB,SWB_FEES_TBP_IMP,SWB_Fees_TBP_\d+\.csv,,,,,CSV,FALSE,,,FALSE,,,FALSE,TRUE,2,?,"\nGRAND TOTAL,",FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_SWB_FEES_TBP,Low,,
SWB,SWB_FEES_TBP_OVERRIDE_IMP,SWB_Fees_TBP_\d+_Override.*,,,,,CSV,FALSE,,,FALSE,,,FALSE,TRUE,1,0,,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_SWB_FEES_TBP_OVERRIDE,Low,,
SWB,SWB_POSITIONSEC_IMP,SWB_CRS.RPS.*,YYYYMMDD,|,5,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,3,1,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,TRUE,FALSE,1,D1,FALSE,,FALSE,,,,FALSE,TRUE,SWB_POSITIONSEC,DV-AW-SQL04,FALSE,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_SWB_PositionSEC,Medium,,Needs filtering on a column
SWB,SWB_POSITIONCBR_IMP,SWB_CRS.RPS.*,YYYYMMDD,|,5,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,3,1,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,TRUE,FALSE,1,D2,FALSE,,FALSE,,,,FALSE,TRUE,SWB_POSITIONCBR,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_SWB_PositionCBR,Medium,,Needs filtering on a column
SWB,SWB_REPCODE_WRAP_BILL_TYPE_IMP,Schwab_Wrap_Non_Wrap_Report.*,,,,,CSV,TRUE,Data,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_SWB_REPCODE_WRAP_BILL_TYPE,Low,,
SWB,SWB_TRANSACTION_IMP,SWB_CRS.TRN.*,YYYYMMDD,|,5,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,3,1,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,TRUE,SWB_TRANSACTION,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_SWB_Transaction,Low,,
SWB,SWB_ACCOUNT_IMP,SWB_CRS.ACC.*,YYYYMMDD,|,5,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,3,1,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,TRUE,SWB_ACCOUNT,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_SWB_Account,Low,,
SWB,SWB_SECURITY_IMP,SWB_CRS.SEC.*,YYYYMMDD,|,5,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,3,1,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,TRUE,SWB_SECURITY,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_SWB_Security,Low,,
ENVSMA,ERS_POSITION_IMP,ENVST_ERS_RecKeeper_Extract.*,,,,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,TRUE,ERS_ACCOUNT,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_ERS_POSITION,Low,,
ENVSMA,EVST_FEES_SMA_ARREARS_IMP,EVST_SMA_FEE_Arrears.*,,,,,CSV,TRUE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_EVST_FEES_SMA_ARREARS,Low,,
ENVSMA,EVST_FEES_SMA_PASSTHROUGH_IMP,EVST_SMA_Fee_Passthrough.*,,,,,CSV,TRUE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_EVST_FEES_SMA_PASSTHROUGH,Low,,
ENVSMA,EVST_FEES_SMA_TERMINATIONS_IMP,EVST_SMA_FEE_Terms.*,,,,,CSV,TRUE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_EVST_FEES_SMA_TERMINATIONS,Low,,
ENVSMA,EVST_SMA_ACCOUNTMASTER_IMP,ENVSMA_HighTower_V12_AccountMaster.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_EVST_SMA_ACCOUNTMASTER,Low,,
ENVSMA,EVST_SMA_RepCode_IMP,ENVSMA_HighTower_V12_Hierarchy.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,TRUE,FALSE,1,R,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_EVST_SMA_REPCODE,Medium,,Needs filtering on a column
ENVSMA,EVST_SMA_LicenseRegistrarInfo_IMP,ENVSMA_HighTower_V12_Hierarchy.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,TRUE,FALSE,1,L,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_EVST_SMA_LICENSEREGISTRARINFO,Medium,,Needs filtering on a column
ENVSMA,EVST_SMA_FundFamilyAgreement_IMP,ENVSMA_HighTower_V12_Hierarchy.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,TRUE,FALSE,1,G,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_EVST_SMA_FUNDFAMILYAGREEMENT,Medium,,Needs filtering on a column
ENVSMA,EVST_SMA_Firm_IMP,ENVSMA_HighTower_V12_Hierarchy.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,TRUE,FALSE,1,F,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_EVST_SMA_FIRM,Medium,,Needs filtering on a column
ENVSMA,EVST_SMA_Enterprise_IMP,ENVSMA_HighTower_V12_Hierarchy.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,TRUE,FALSE,1,E,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_EVST_SMA_ENTERPRISE,Medium,,Needs filtering on a column
ENVSMA,EVST_SMA_Branch_IMP,ENVSMA_HighTower_V12_Hierarchy.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,TRUE,FALSE,1,B,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_EVST_SMA_BRANCH,Medium,,Needs filtering on a column
ENVSMA,EVST_SMA_Advisor_IMP,ENVSMA_HighTower_V12_Hierarchy.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,TRUE,FALSE,1,A,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_EVST_SMA_ADVISOR,Medium,,Needs filtering on a column
ENVSMA,EVST_SMA_Conatct_IMP,ENVSMA_HighTower_V12_Hierarchy.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,TRUE,FALSE,1,C,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_EVST_SMA_CONTACT,Medium,,Needs filtering on a column
ENVSMA,EVST_SMA_Hierarchy_IMP,ENVSMA_HighTower_V12_Hierarchy.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,TRUE,FALSE,1,P,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_EVST_SMA_HIERARCHY,Medium,,Needs filtering on a column
ENVSMA,EVST_SMA_Code_IMP,ENVSMA_HighTower_V12_Codes.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,TRUE,FALSE,1,"Account Pricing Tier,Account Status,Address Type,Advisor Status,Authorized Programs,Contact Type,Dashboard Product Type,Owner Type,Product Class,Product IMR Status,Product Status,Product Type,Program Type,Registration Type,SSN Type,Style Type,Tax Efficiency",FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_EVST_SMA_CODE,Medium,,Needs filtering on a column
ENVSMA,EVST_SMA_FundFamily_IMP,ENVSMA_HighTower_V12_Codes.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,TRUE,FALSE,1,Fund Family,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_EVST_SMA_FUNDFAMILY,Medium,,Needs filtering on a column
ENVSMA,EVST_SMA_RiskScale_IMP,ENVSMA_HighTower_V12_Codes.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,TRUE,FALSE,1,Risk Scale,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_EVST_SMA_RISKSCALE,Medium,,Needs filtering on a column
ENVSMA,EVST_SMA_Product_IMP,ENVSMA_HighTower_V12_Products.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_EVST_SMA_PRODUCT,Low,,
ENVSMA,EVST_Transactions_IMP,ENVST_Transactions.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_EVST_Transactions,Low,,
ENVSMA,EVST_RepMaster_IMP,ENVST_RepMaster.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_EVST_RepMaster,Low,,
ENVSMA,EVST_Codes_3_IMP,ENVST_Codes.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,TRUE,FALSE,1,"Account History Type,Account Status,Annual Income,Asset Calculation Method,Billing Debit Method,Billing Mode,Commission Type,Contact Type,Employment Status,Estimated Net Worth,Fee Component Type,Fee Filter,Fee Filter Type,GICS Sector,Instruction Type,Investable Assets,Investment Knowledge,Investment Objective Rank,Marital Status,Product IMR Status,Product Name,Product Status,Product Type,Registration Type,Relationship,Risk Tolerance,Salutation,Sector,Security Type,Service Request Type,SSN Type,Style Type,Suitability Status,Tax Bracket,Tax Efficiency,Time Horizon,Transaction Type,Address Type,Moody Rating Id,S&P Rating Id",FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,,Low,,
ENVSMA,EVST_Codes_4_IMP,ENVST_Codes.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,TRUE,FALSE,1,"Asset Category,Country,Risk Scale,Trade Exchange",FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,,Low,,
ENVSMA,EVST_Codes_7_IMP,ENVST_Codes.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,TRUE,FALSE,1,"Fund Family,Transaction Mapping",FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_EVST_Codes,Low,,
ENVSMA,EVST_AccountMaster_IMP,ENVST_AccountMaster.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,TRUE,EVST_ACCOUNT,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_EVST_AccountMaster,Medium,,
ENVSMA,EVST_Positions_IMP,ENVST_Positions.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_EVST_Positions,Low,,
ENVSMA,EVST_SecurityMaster_IMP,ENVST_SecurityMaster.*,MM/DD/YYYY,|,3,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_EVST_SecurityMaster,Medium,,
RBC,RBC_Position_IMP,RBC_Value.*,,,,,CSV,FALSE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_RBC_POSITION,Low,,
RBC,RBC_Transaction_IMP,RBC_Trans.*,,,,,CSV,FALSE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,TRUE,20190906,14,1,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_RBC_TRANSACTION,Low,,
